run,bn,heuristic,time,,Column Labels,,,,,
350,hepar2,WMF,2.80E-05,,,,,,,
350,hepar2,PE,6.40E-05,,,,,,,
351,hepar2,MN,0.002303,,,,,,,
351,hepar2,MW,2.90E-05,,,,,,,
351,hepar2,MF,2.80E-05,,,,,,,
351,hepar2,WMF,2.10E-05,,,,,,,
351,hepar2,PE,4.30E-05,,,,,,,
352,hepar2,MN,0.002312,,,,,,,
352,hepar2,MW,3.00E-05,,,,,,,
352,hepar2,MF,3.20E-05,,,,,,,
352,hepar2,WMF,2.40E-05,,,,,,,
352,hepar2,PE,4.00E-05,,,,,,,
353,hepar2,MN,0.002394,,,,,,,
353,hepar2,MW,3.00E-05,,,,,,,
353,hepar2,MF,2.10E-05,,,,,,,
353,hepar2,WMF,2.90E-05,,,,,,,
353,hepar2,PE,4.60E-05,,,,,,,
354,hepar2,MN,0.002266,,,,,,,
354,hepar2,MW,3.00E-05,,,,,,,
354,hepar2,MF,2.20E-05,,,,,,,
354,hepar2,WMF,2.10E-05,,,,,,,
354,hepar2,PE,3.80E-05,,,,,,,
355,hepar2,MN,0.00234,,,,,,,
355,hepar2,MW,2.70E-05,,,,,,,
355,hepar2,MF,2.40E-05,,,,,,,
355,hepar2,WMF,3.40E-05,,,,,,,
355,hepar2,PE,4.40E-05,,,,,,,
356,hepar2,MN,0.002339,,,,,,,
356,hepar2,MW,2.90E-05,,,,,,,
356,hepar2,MF,3.00E-05,,,,,,,
356,hepar2,WMF,2.80E-05,,,,,,,
356,hepar2,PE,4.50E-05,,,,,,,
357,hepar2,MN,0.002277,,,,,,,
357,hepar2,MW,3.40E-05,,,,,,,
357,hepar2,MF,2.40E-05,,,,,,,
357,hepar2,WMF,2.30E-05,,,,,,,
357,hepar2,PE,3.70E-05,,,,,,,
358,hepar2,MN,0.002359,,,,,,,
358,hepar2,MW,3.00E-05,,,,,,,
358,hepar2,MF,2.80E-05,,,,,,,
358,hepar2,WMF,3.20E-05,,,,,,,
358,hepar2,PE,4.00E-05,,,,,,,
359,hepar2,MN,0.002648,,,,,,,
359,hepar2,MW,2.20E-05,,,,,,,
359,hepar2,MF,3.10E-05,,,,,,,
359,hepar2,WMF,3.30E-05,,,,,,,
359,hepar2,PE,3.70E-05,,,,,,,
360,hepar2,MN,0.002351,,,,,,,
360,hepar2,MW,2.80E-05,,,,,,,
360,hepar2,MF,2.90E-05,,,,,,,
360,hepar2,WMF,2.10E-05,,,,,,,
360,hepar2,PE,4.60E-05,,,,,,,
361,hepar2,MN,0.002317,,,,,,,
361,hepar2,MW,3.00E-05,,,,,,,
361,hepar2,MF,2.10E-05,,,,,,,
361,hepar2,WMF,3.00E-05,,,,,,,
361,hepar2,PE,4.50E-05,,,,,,,
362,hepar2,MN,0.002353,,,,,,,
362,hepar2,MW,2.40E-05,,,,,,,
362,hepar2,MF,2.40E-05,,,,,,,
362,hepar2,WMF,3.80E-05,,,,,,,
362,hepar2,PE,3.60E-05,,,,,,,
363,hepar2,MN,0.0023,,,,,,,
363,hepar2,MW,2.90E-05,,,,,,,
363,hepar2,MF,3.40E-05,,,,,,,
363,hepar2,WMF,2.80E-05,,,,,,,
363,hepar2,PE,3.80E-05,,,,,,,
364,hepar2,MN,0.002338,,,,,,,
364,hepar2,MW,2.00E-05,,,,,,,
364,hepar2,MF,2.20E-05,,,,,,,
364,hepar2,WMF,2.10E-05,,,,,,,
364,hepar2,PE,3.90E-05,,,,,,,
365,hepar2,MN,0.002335,,,,,,,
365,hepar2,MW,4.00E-05,,,,,,,
365,hepar2,MF,2.50E-05,,,,,,,
365,hepar2,WMF,2.50E-05,,,,,,,
365,hepar2,PE,4.10E-05,,,,,,,
366,hepar2,MN,0.003194,,,,,,,
366,hepar2,MW,2.60E-05,,,,,,,
366,hepar2,MF,3.10E-05,,,,,,,
366,hepar2,WMF,2.70E-05,,,,,,,
366,hepar2,PE,3.60E-05,,,,,,,
367,hepar2,MN,0.003168,,,,,,,
367,hepar2,MW,2.50E-05,,,,,,,
367,hepar2,MF,2.90E-05,,,,,,,
367,hepar2,WMF,2.10E-05,,,,,,,
367,hepar2,PE,4.60E-05,,,,,,,
368,hepar2,MN,0.00247,,,,,,,
368,hepar2,MW,4.10E-05,,,,,,,
368,hepar2,MF,2.30E-05,,,,,,,
368,hepar2,WMF,3.00E-05,,,,,,,
368,hepar2,PE,4.60E-05,,,,,,,
369,hepar2,MN,0.002303,,,,,,,
369,hepar2,MW,2.10E-05,,,,,,,
369,hepar2,MF,3.30E-05,,,,,,,
369,hepar2,WMF,2.10E-05,,,,,,,
369,hepar2,PE,4.00E-05,,,,,,,
370,hepar2,MN,0.003001,,,,,,,
370,hepar2,MW,2.40E-05,,,,,,,
370,hepar2,MF,3.50E-05,,,,,,,
370,hepar2,WMF,1.90E-05,,,,,,,
370,hepar2,PE,4.60E-05,,,,,,,
371,hepar2,MN,0.002371,,,,,,,
371,hepar2,MW,3.10E-05,,,,,,,
371,hepar2,MF,2.10E-05,,,,,,,
371,hepar2,WMF,2.20E-05,,,,,,,
371,hepar2,PE,3.60E-05,,,,,,,
372,hepar2,MN,0.002275,,,,,,,
372,hepar2,MW,2.90E-05,,,,,,,
372,hepar2,MF,2.80E-05,,,,,,,
372,hepar2,WMF,2.30E-05,,,,,,,
372,hepar2,PE,4.50E-05,,,,,,,
373,hepar2,MN,0.003041,,,,,,,
373,hepar2,MW,2.40E-05,,,,,,,
373,hepar2,MF,3.00E-05,,,,,,,
373,hepar2,WMF,3.00E-05,,,,,,,
373,hepar2,PE,3.60E-05,,,,,,,
374,hepar2,MN,0.002443,,,,,,,
374,hepar2,MW,3.60E-05,,,,,,,
374,hepar2,MF,3.00E-05,,,,,,,
374,hepar2,WMF,2.70E-05,,,,,,,
374,hepar2,PE,3.70E-05,,,,,,,
375,hepar2,MN,0.002352,,,,,,,
375,hepar2,MW,2.40E-05,,,,,,,
375,hepar2,MF,3.00E-05,,,,,,,
375,hepar2,WMF,2.90E-05,,,,,,,
375,hepar2,PE,4.50E-05,,,,,,,
376,hepar2,MN,0.002305,,,,,,,
376,hepar2,MW,2.10E-05,,,,,,,
376,hepar2,MF,2.10E-05,,,,,,,
376,hepar2,WMF,2.10E-05,,,,,,,
376,hepar2,PE,3.90E-05,,,,,,,
377,hepar2,MN,0.00229,,,,,,,
377,hepar2,MW,2.70E-05,,,,,,,
377,hepar2,MF,2.30E-05,,,,,,,
377,hepar2,WMF,5.50E-05,,,,,,,
377,hepar2,PE,3.70E-05,,,,,,,
378,hepar2,MN,0.00243,,,,,,,
378,hepar2,MW,3.90E-05,,,,,,,
378,hepar2,MF,6.20E-05,,,,,,,
378,hepar2,WMF,3.30E-05,,,,,,,
378,hepar2,PE,5.30E-05,,,,,,,
379,hepar2,MN,0.002413,,,,,,,
379,hepar2,MW,4.60E-05,,,,,,,
379,hepar2,MF,3.00E-05,,,,,,,
379,hepar2,WMF,3.20E-05,,,,,,,
379,hepar2,PE,3.80E-05,,,,,,,
380,hepar2,MN,0.003146,,,,,,,
380,hepar2,MW,2.50E-05,,,,,,,
380,hepar2,MF,2.80E-05,,,,,,,
380,hepar2,WMF,2.40E-05,,,,,,,
380,hepar2,PE,3.90E-05,,,,,,,
381,hepar2,MN,0.00219,,,,,,,
381,hepar2,MW,2.00E-05,,,,,,,
381,hepar2,MF,2.40E-05,,,,,,,
381,hepar2,WMF,2.90E-05,,,,,,,
381,hepar2,PE,4.50E-05,,,,,,,
382,hepar2,MN,0.002313,,,,,,,
382,hepar2,MW,2.80E-05,,,,,,,
382,hepar2,MF,2.10E-05,,,,,,,
382,hepar2,WMF,2.10E-05,,,,,,,
382,hepar2,PE,4.20E-05,,,,,,,
383,hepar2,MN,0.003185,,,,,,,
383,hepar2,MW,2.40E-05,,,,,,,
383,hepar2,MF,2.10E-05,,,,,,,
383,hepar2,WMF,2.80E-05,,,,,,,
383,hepar2,PE,3.60E-05,,,,,,,
384,hepar2,MN,0.003073,,,,,,,
384,hepar2,MW,2.20E-05,,,,,,,
384,hepar2,MF,2.10E-05,,,,,,,
384,hepar2,WMF,2.80E-05,,,,,,,
384,hepar2,PE,5.50E-05,,,,,,,
385,hepar2,MN,0.002295,,,,,,,
385,hepar2,MW,2.30E-05,,,,,,,
385,hepar2,MF,3.10E-05,,,,,,,
385,hepar2,WMF,3.00E-05,,,,,,,
385,hepar2,PE,4.70E-05,,,,,,,
386,hepar2,MN,0.002292,,,,,,,
386,hepar2,MW,2.90E-05,,,,,,,
386,hepar2,MF,2.40E-05,,,,,,,
386,hepar2,WMF,3.00E-05,,,,,,,
386,hepar2,PE,4.60E-05,,,,,,,
387,hepar2,MN,0.002223,,,,,,,
387,hepar2,MW,2.90E-05,,,,,,,
387,hepar2,MF,2.90E-05,,,,,,,
387,hepar2,WMF,2.90E-05,,,,,,,
387,hepar2,PE,4.50E-05,,,,,,,
388,hepar2,MN,0.00223,,,,,,,
388,hepar2,MW,4.00E-05,,,,,,,
388,hepar2,MF,1.90E-05,,,,,,,
388,hepar2,WMF,2.50E-05,,,,,,,
388,hepar2,PE,3.80E-05,,,,,,,
389,hepar2,MN,0.002312,,,,,,,
389,hepar2,MW,2.30E-05,,,,,,,
389,hepar2,MF,2.50E-05,,,,,,,
389,hepar2,WMF,3.40E-05,,,,,,,
389,hepar2,PE,4.70E-05,,,,,,,
390,hepar2,MN,0.002392,,,,,,,
390,hepar2,MW,2.30E-05,,,,,,,
390,hepar2,MF,2.50E-05,,,,,,,
390,hepar2,WMF,2.70E-05,,,,,,,
390,hepar2,PE,3.70E-05,,,,,,,
391,hepar2,MN,0.002349,,,,,,,
391,hepar2,MW,2.60E-05,,,,,,,
391,hepar2,MF,3.10E-05,,,,,,,
391,hepar2,WMF,3.30E-05,,,,,,,
391,hepar2,PE,4.70E-05,,,,,,,
392,hepar2,MN,0.002338,,,,,,,
392,hepar2,MW,2.80E-05,,,,,,,
392,hepar2,MF,3.00E-05,,,,,,,
392,hepar2,WMF,3.30E-05,,,,,,,
392,hepar2,PE,3.40E-05,,,,,,,
393,hepar2,MN,0.002375,,,,,,,
393,hepar2,MW,2.30E-05,,,,,,,
393,hepar2,MF,2.80E-05,,,,,,,
393,hepar2,WMF,2.10E-05,,,,,,,
393,hepar2,PE,3.50E-05,,,,,,,
394,hepar2,MN,0.002267,,,,,,,
394,hepar2,MW,3.20E-05,,,,,,,
394,hepar2,MF,3.00E-05,,,,,,,
394,hepar2,WMF,2.10E-05,,,,,,,
394,hepar2,PE,4.60E-05,,,,,,,
395,hepar2,MN,0.00232,,,,,,,
395,hepar2,MW,3.00E-05,,,,,,,
395,hepar2,MF,2.20E-05,,,,,,,
395,hepar2,WMF,2.80E-05,,,,,,,
395,hepar2,PE,3.60E-05,,,,,,,
396,hepar2,MN,0.002308,,,,,,,
396,hepar2,MW,2.20E-05,,,,,,,
396,hepar2,MF,2.80E-05,,,,,,,
396,hepar2,WMF,2.90E-05,,,,,,,
396,hepar2,PE,3.60E-05,,,,,,,
397,hepar2,MN,0.002278,,,,,,,
397,hepar2,MW,2.80E-05,,,,,,,
397,hepar2,MF,3.00E-05,,,,,,,
397,hepar2,WMF,2.10E-05,,,,,,,
397,hepar2,PE,3.90E-05,,,,,,,
398,hepar2,MN,0.002307,,,,,,,
398,hepar2,MW,3.10E-05,,,,,,,
398,hepar2,MF,2.80E-05,,,,,,,
398,hepar2,WMF,2.00E-05,,,,,,,
398,hepar2,PE,4.40E-05,,,,,,,
399,hepar2,MN,0.002299,,,,,,,
399,hepar2,MW,2.90E-05,,,,,,,
399,hepar2,MF,2.10E-05,,,,,,,
399,hepar2,WMF,2.80E-05,,,,,,,
399,hepar2,PE,4.60E-05,,,,,,,
400,hepar2,MN,0.002265,,,,,,,
400,hepar2,MW,3.00E-05,,,,,,,
400,hepar2,MF,3.00E-05,,,,,,,
400,hepar2,WMF,2.80E-05,,,,,,,
400,hepar2,PE,4.40E-05,,,,,,,
401,hepar2,MN,0.002201,,,,,,,
401,hepar2,MW,3.10E-05,,,,,,,
401,hepar2,MF,3.00E-05,,,,,,,
401,hepar2,WMF,3.10E-05,,,,,,,
401,hepar2,PE,4.00E-05,,,,,,,
402,hepar2,MN,0.00318,,,,,,,
402,hepar2,MW,2.60E-05,,,,,,,
402,hepar2,MF,2.80E-05,,,,,,,
402,hepar2,WMF,2.00E-05,,,,,,,
402,hepar2,PE,4.30E-05,,,,,,,
403,hepar2,MN,0.002285,,,,,,,
403,hepar2,MW,3.00E-05,,,,,,,
403,hepar2,MF,3.20E-05,,,,,,,
403,hepar2,WMF,3.20E-05,,,,,,,
403,hepar2,PE,3.60E-05,,,,,,,
404,hepar2,MN,0.002296,,,,,,,
404,hepar2,MW,2.90E-05,,,,,,,
404,hepar2,MF,2.10E-05,,,,,,,
404,hepar2,WMF,2.10E-05,,,,,,,
404,hepar2,PE,3.60E-05,,,,,,,
405,hepar2,MN,0.002304,,,,,,,
405,hepar2,MW,2.60E-05,,,,,,,
405,hepar2,MF,2.90E-05,,,,,,,
405,hepar2,WMF,1.90E-05,,,,,,,
405,hepar2,PE,4.00E-05,,,,,,,
406,hepar2,MN,0.002314,,,,,,,
406,hepar2,MW,2.30E-05,,,,,,,
406,hepar2,MF,2.10E-05,,,,,,,
406,hepar2,WMF,2.90E-05,,,,,,,
406,hepar2,PE,5.60E-05,,,,,,,
407,hepar2,MN,0.002368,,,,,,,
407,hepar2,MW,2.40E-05,,,,,,,
407,hepar2,MF,2.80E-05,,,,,,,
407,hepar2,WMF,2.20E-05,,,,,,,
407,hepar2,PE,5.50E-05,,,,,,,
408,hepar2,MN,0.002284,,,,,,,
408,hepar2,MW,3.00E-05,,,,,,,
408,hepar2,MF,2.90E-05,,,,,,,
408,hepar2,WMF,3.10E-05,,,,,,,
408,hepar2,PE,3.50E-05,,,,,,,
409,hepar2,MN,0.002303,,,,,,,
409,hepar2,MW,2.20E-05,,,,,,,
409,hepar2,MF,2.90E-05,,,,,,,
409,hepar2,WMF,2.90E-05,,,,,,,
409,hepar2,PE,3.60E-05,,,,,,,
410,hepar2,MN,0.002274,,,,,,,
410,hepar2,MW,2.20E-05,,,,,,,
410,hepar2,MF,2.90E-05,,,,,,,
410,hepar2,WMF,2.80E-05,,,,,,,
410,hepar2,PE,5.40E-05,,,,,,,
411,hepar2,MN,0.00238,,,,,,,
411,hepar2,MW,2.90E-05,,,,,,,
411,hepar2,MF,3.60E-05,,,,,,,
411,hepar2,WMF,2.30E-05,,,,,,,
411,hepar2,PE,5.10E-05,,,,,,,
412,hepar2,MN,0.002763,,,,,,,
412,hepar2,MW,6.00E-05,,,,,,,
412,hepar2,MF,4.20E-05,,,,,,,
412,hepar2,WMF,7.80E-05,,,,,,,
412,hepar2,PE,3.70E-05,,,,,,,
413,hepar2,MN,0.002392,,,,,,,
413,hepar2,MW,2.30E-05,,,,,,,
413,hepar2,MF,3.80E-05,,,,,,,
413,hepar2,WMF,4.50E-05,,,,,,,
413,hepar2,PE,4.70E-05,,,,,,,
414,hepar2,MN,0.002313,,,,,,,
414,hepar2,MW,2.10E-05,,,,,,,
414,hepar2,MF,2.20E-05,,,,,,,
414,hepar2,WMF,2.20E-05,,,,,,,
414,hepar2,PE,4.00E-05,,,,,,,
415,hepar2,MN,0.002204,,,,,,,
415,hepar2,MW,3.40E-05,,,,,,,
415,hepar2,MF,2.40E-05,,,,,,,
415,hepar2,WMF,3.30E-05,,,,,,,
415,hepar2,PE,3.90E-05,,,,,,,
416,hepar2,MN,0.002846,,,,,,,
416,hepar2,MW,4.30E-05,,,,,,,
416,hepar2,MF,4.20E-05,,,,,,,
416,hepar2,WMF,3.60E-05,,,,,,,
416,hepar2,PE,4.80E-05,,,,,,,
417,hepar2,MN,0.002319,,,,,,,
417,hepar2,MW,2.90E-05,,,,,,,
417,hepar2,MF,6.00E-05,,,,,,,
417,hepar2,WMF,4.00E-05,,,,,,,
417,hepar2,PE,4.70E-05,,,,,,,
418,hepar2,MN,0.002332,,,,,,,
418,hepar2,MW,2.10E-05,,,,,,,
418,hepar2,MF,3.70E-05,,,,,,,
418,hepar2,WMF,3.00E-05,,,,,,,
418,hepar2,PE,3.90E-05,,,,,,,
419,hepar2,MN,0.002786,,,,,,,
419,hepar2,MW,3.70E-05,,,,,,,
419,hepar2,MF,6.40E-05,,,,,,,
419,hepar2,WMF,3.70E-05,,,,,,,
419,hepar2,PE,4.00E-05,,,,,,,
420,hepar2,MN,0.003101,,,,,,,
420,hepar2,MW,3.30E-05,,,,,,,
420,hepar2,MF,4.20E-05,,,,,,,
420,hepar2,WMF,3.10E-05,,,,,,,
420,hepar2,PE,4.10E-05,,,,,,,
421,hepar2,MN,0.002396,,,,,,,
421,hepar2,MW,3.60E-05,,,,,,,
421,hepar2,MF,4.00E-05,,,,,,,
421,hepar2,WMF,3.90E-05,,,,,,,
421,hepar2,PE,3.80E-05,,,,,,,
422,hepar2,MN,0.002482,,,,,,,
422,hepar2,MW,3.10E-05,,,,,,,
422,hepar2,MF,3.00E-05,,,,,,,
422,hepar2,WMF,2.40E-05,,,,,,,
422,hepar2,PE,4.50E-05,,,,,,,
423,hepar2,MN,0.002222,,,,,,,
423,hepar2,MW,3.00E-05,,,,,,,
423,hepar2,MF,2.00E-05,,,,,,,
423,hepar2,WMF,2.20E-05,,,,,,,
423,hepar2,PE,4.80E-05,,,,,,,
424,hepar2,MN,0.003046,,,,,,,
424,hepar2,MW,2.60E-05,,,,,,,
424,hepar2,MF,2.90E-05,,,,,,,
424,hepar2,WMF,2.90E-05,,,,,,,
424,hepar2,PE,3.90E-05,,,,,,,
425,hepar2,MN,0.002314,,,,,,,
425,hepar2,MW,2.40E-05,,,,,,,
425,hepar2,MF,2.50E-05,,,,,,,
425,hepar2,WMF,2.60E-05,,,,,,,
425,hepar2,PE,4.00E-05,,,,,,,
426,hepar2,MN,0.002531,,,,,,,
426,hepar2,MW,3.90E-05,,,,,,,
426,hepar2,MF,3.80E-05,,,,,,,
426,hepar2,WMF,3.30E-05,,,,,,,
426,hepar2,PE,4.10E-05,,,,,,,
427,hepar2,MN,0.002216,,,,,,,
427,hepar2,MW,2.10E-05,,,,,,,
427,hepar2,MF,3.10E-05,,,,,,,
427,hepar2,WMF,3.30E-05,,,,,,,
427,hepar2,PE,4.00E-05,,,,,,,
428,hepar2,MN,0.002607,,,,,,,
428,hepar2,MW,3.70E-05,,,,,,,
428,hepar2,MF,3.70E-05,,,,,,,
428,hepar2,WMF,2.80E-05,,,,,,,
428,hepar2,PE,6.50E-05,,,,,,,
429,hepar2,MN,0.005135,,,,,,,
429,hepar2,MW,6.90E-05,,,,,,,
429,hepar2,MF,0.000112,,,,,,,
429,hepar2,WMF,7.40E-05,,,,,,,
429,hepar2,PE,4.30E-05,,,,,,,
430,hepar2,MN,0.003835,,,,,,,
430,hepar2,MW,3.90E-05,,,,,,,
430,hepar2,MF,3.60E-05,,,,,,,
430,hepar2,WMF,3.60E-05,,,,,,,
430,hepar2,PE,4.00E-05,,,,,,,
431,hepar2,MN,0.002269,,,,,,,
431,hepar2,MW,2.20E-05,,,,,,,
431,hepar2,MF,3.50E-05,,,,,,,
431,hepar2,WMF,4.80E-05,,,,,,,
431,hepar2,PE,4.30E-05,,,,,,,
432,hepar2,MN,0.002315,,,,,,,
432,hepar2,MW,2.20E-05,,,,,,,
432,hepar2,MF,2.90E-05,,,,,,,
432,hepar2,WMF,1.90E-05,,,,,,,
432,hepar2,PE,4.10E-05,,,,,,,
433,hepar2,MN,0.002547,,,,,,,
433,hepar2,MW,2.30E-05,,,,,,,
433,hepar2,MF,2.40E-05,,,,,,,
433,hepar2,WMF,2.10E-05,,,,,,,
433,hepar2,PE,4.90E-05,,,,,,,
434,hepar2,MN,0.003229,,,,,,,
434,hepar2,MW,3.60E-05,,,,,,,
434,hepar2,MF,3.10E-05,,,,,,,
434,hepar2,WMF,2.10E-05,,,,,,,
434,hepar2,PE,4.00E-05,,,,,,,
435,hepar2,MN,0.002997,,,,,,,
435,hepar2,MW,3.40E-05,,,,,,,
435,hepar2,MF,2.20E-05,,,,,,,
435,hepar2,WMF,3.20E-05,,,,,,,
435,hepar2,PE,4.50E-05,,,,,,,
436,hepar2,MN,0.003175,,,,,,,
436,hepar2,MW,2.60E-05,,,,,,,
436,hepar2,MF,2.30E-05,,,,,,,
436,hepar2,WMF,2.10E-05,,,,,,,
436,hepar2,PE,5.40E-05,,,,,,,
437,hepar2,MN,0.002509,,,,,,,
437,hepar2,MW,3.10E-05,,,,,,,
437,hepar2,MF,3.90E-05,,,,,,,
437,hepar2,WMF,2.50E-05,,,,,,,
437,hepar2,PE,4.00E-05,,,,,,,
438,hepar2,MN,0.00247,,,,,,,
438,hepar2,MW,2.20E-05,,,,,,,
438,hepar2,MF,3.00E-05,,,,,,,
438,hepar2,WMF,2.40E-05,,,,,,,
438,hepar2,PE,3.90E-05,,,,,,,
439,hepar2,MN,0.002328,,,,,,,
439,hepar2,MW,2.10E-05,,,,,,,
439,hepar2,MF,4.50E-05,,,,,,,
439,hepar2,WMF,2.20E-05,,,,,,,
439,hepar2,PE,4.90E-05,,,,,,,
440,hepar2,MN,0.002615,,,,,,,
440,hepar2,MW,7.00E-05,,,,,,,
440,hepar2,MF,7.20E-05,,,,,,,
440,hepar2,WMF,6.40E-05,,,,,,,
440,hepar2,PE,4.00E-05,,,,,,,
441,hepar2,MN,0.003663,,,,,,,
441,hepar2,MW,4.50E-05,,,,,,,
441,hepar2,MF,6.20E-05,,,,,,,
441,hepar2,WMF,3.70E-05,,,,,,,
441,hepar2,PE,8.60E-05,,,,,,,
442,hepar2,MN,0.002557,,,,,,,
442,hepar2,MW,2.40E-05,,,,,,,
442,hepar2,MF,2.30E-05,,,,,,,
442,hepar2,WMF,2.00E-05,,,,,,,
442,hepar2,PE,4.70E-05,,,,,,,
443,hepar2,MN,0.002348,,,,,,,
443,hepar2,MW,3.00E-05,,,,,,,
443,hepar2,MF,2.30E-05,,,,,,,
443,hepar2,WMF,2.90E-05,,,,,,,
443,hepar2,PE,4.00E-05,,,,,,,
444,hepar2,MN,0.002344,,,,,,,
444,hepar2,MW,2.80E-05,,,,,,,
444,hepar2,MF,2.10E-05,,,,,,,
444,hepar2,WMF,2.10E-05,,,,,,,
444,hepar2,PE,4.70E-05,,,,,,,
445,hepar2,MN,0.003135,,,,,,,
445,hepar2,MW,3.00E-05,,,,,,,
445,hepar2,MF,3.20E-05,,,,,,,
445,hepar2,WMF,2.50E-05,,,,,,,
445,hepar2,PE,3.80E-05,,,,,,,
446,hepar2,MN,0.002526,,,,,,,
446,hepar2,MW,3.00E-05,,,,,,,
446,hepar2,MF,2.10E-05,,,,,,,
446,hepar2,WMF,3.50E-05,,,,,,,
446,hepar2,PE,4.60E-05,,,,,,,
447,hepar2,MN,0.003073,,,,,,,
447,hepar2,MW,2.50E-05,,,,,,,
447,hepar2,MF,2.50E-05,,,,,,,
447,hepar2,WMF,2.40E-05,,,,,,,
447,hepar2,PE,3.90E-05,,,,,,,
448,hepar2,MN,0.002885,,,,,,,
448,hepar2,MW,4.80E-05,,,,,,,
448,hepar2,MF,4.50E-05,,,,,,,
448,hepar2,WMF,6.90E-05,,,,,,,
448,hepar2,PE,8.50E-05,,,,,,,
449,hepar2,MN,0.002454,,,,,,,
449,hepar2,MW,4.90E-05,,,,,,,
449,hepar2,MF,8.80E-05,,,,,,,
449,hepar2,WMF,7.60E-05,,,,,,,
449,hepar2,PE,5.20E-05,,,,,,,
450,hepar2,MN,0.002918,,,,,,,
450,hepar2,MW,3.70E-05,,,,,,,
450,hepar2,MF,6.00E-05,,,,,,,
450,hepar2,WMF,4.50E-05,,,,,,,
450,hepar2,PE,4.50E-05,,,,,,,
451,hepar2,MN,0.002325,,,,,,,
451,hepar2,MW,3.90E-05,,,,,,,
451,hepar2,MF,3.20E-05,,,,,,,
451,hepar2,WMF,2.60E-05,,,,,,,
451,hepar2,PE,4.10E-05,,,,,,,
452,hepar2,MN,0.002376,,,,,,,
452,hepar2,MW,3.20E-05,,,,,,,
452,hepar2,MF,2.30E-05,,,,,,,
452,hepar2,WMF,2.60E-05,,,,,,,
452,hepar2,PE,3.90E-05,,,,,,,
453,hepar2,MN,0.002338,,,,,,,
453,hepar2,MW,3.40E-05,,,,,,,
453,hepar2,MF,2.20E-05,,,,,,,
453,hepar2,WMF,2.20E-05,,,,,,,
453,hepar2,PE,7.90E-05,,,,,,,
454,hepar2,MN,0.002362,,,,,,,
454,hepar2,MW,7.70E-05,,,,,,,
454,hepar2,MF,4.10E-05,,,,,,,
454,hepar2,WMF,4.50E-05,,,,,,,
454,hepar2,PE,4.60E-05,,,,,,,
455,hepar2,MN,0.002356,,,,,,,
455,hepar2,MW,2.30E-05,,,,,,,
455,hepar2,MF,3.40E-05,,,,,,,
455,hepar2,WMF,3.00E-05,,,,,,,
455,hepar2,PE,4.70E-05,,,,,,,
456,hepar2,MN,0.00231,,,,,,,
456,hepar2,MW,2.20E-05,,,,,,,
456,hepar2,MF,2.20E-05,,,,,,,
456,hepar2,WMF,2.10E-05,,,,,,,
456,hepar2,PE,4.90E-05,,,,,,,
457,hepar2,MN,0.002395,,,,,,,
457,hepar2,MW,2.20E-05,,,,,,,
457,hepar2,MF,2.30E-05,,,,,,,
457,hepar2,WMF,3.00E-05,,,,,,,
457,hepar2,PE,3.80E-05,,,,,,,
458,hepar2,MN,0.002201,,,,,,,
458,hepar2,MW,3.60E-05,,,,,,,
458,hepar2,MF,2.90E-05,,,,,,,
458,hepar2,WMF,3.10E-05,,,,,,,
458,hepar2,PE,3.90E-05,,,,,,,
459,hepar2,MN,0.002275,,,,,,,
459,hepar2,MW,3.30E-05,,,,,,,
459,hepar2,MF,2.80E-05,,,,,,,
459,hepar2,WMF,3.20E-05,,,,,,,
459,hepar2,PE,3.70E-05,,,,,,,
460,hepar2,MN,0.002361,,,,,,,
460,hepar2,MW,2.90E-05,,,,,,,
460,hepar2,MF,2.70E-05,,,,,,,
460,hepar2,WMF,4.60E-05,,,,,,,
460,hepar2,PE,4.70E-05,,,,,,,
461,hepar2,MN,0.002378,,,,,,,
461,hepar2,MW,2.20E-05,,,,,,,
461,hepar2,MF,2.70E-05,,,,,,,
461,hepar2,WMF,2.50E-05,,,,,,,
461,hepar2,PE,4.30E-05,,,,,,,
462,hepar2,MN,0.002975,,,,,,,
462,hepar2,MW,2.60E-05,,,,,,,
462,hepar2,MF,3.10E-05,,,,,,,
462,hepar2,WMF,3.00E-05,,,,,,,
462,hepar2,PE,3.80E-05,,,,,,,
463,hepar2,MN,0.002479,,,,,,,
463,hepar2,MW,2.90E-05,,,,,,,
463,hepar2,MF,2.30E-05,,,,,,,
463,hepar2,WMF,3.00E-05,,,,,,,
463,hepar2,PE,5.00E-05,,,,,,,
464,hepar2,MN,0.002357,,,,,,,
464,hepar2,MW,4.90E-05,,,,,,,
464,hepar2,MF,4.90E-05,,,,,,,
464,hepar2,WMF,2.40E-05,,,,,,,
464,hepar2,PE,3.80E-05,,,,,,,
465,hepar2,MN,0.00237,,,,,,,
465,hepar2,MW,2.20E-05,,,,,,,
465,hepar2,MF,3.20E-05,,,,,,,
465,hepar2,WMF,2.40E-05,,,,,,,
465,hepar2,PE,4.80E-05,,,,,,,
466,hepar2,MN,0.0024,,,,,,,
466,hepar2,MW,3.10E-05,,,,,,,
466,hepar2,MF,4.50E-05,,,,,,,
466,hepar2,WMF,2.80E-05,,,,,,,
466,hepar2,PE,9.10E-05,,,,,,,
467,hepar2,MN,0.002452,,,,,,,
467,hepar2,MW,4.60E-05,,,,,,,
467,hepar2,MF,4.70E-05,,,,,,,
467,hepar2,WMF,3.40E-05,,,,,,,
467,hepar2,PE,5.20E-05,,,,,,,
