run,bn,heuristic,time,,Column Labels,,,,,
115,hepar2,PE,4.50E-05,,,,,,,
116,hepar2,MN,0.00233,,,,,,,
116,hepar2,MW,2.10E-05,,,,,,,
116,hepar2,MF,3.20E-05,,,,,,,
116,hepar2,WMF,2.60E-05,,,,,,,
116,hepar2,PE,3.70E-05,,,,,,,
117,hepar2,MN,0.002378,,,,,,,
117,hepar2,MW,2.20E-05,,,,,,,
117,hepar2,MF,3.20E-05,,,,,,,
117,hepar2,WMF,2.40E-05,,,,,,,
117,hepar2,PE,3.90E-05,,,,,,,
118,hepar2,MN,0.002454,,,,,,,
118,hepar2,MW,2.00E-05,,,,,,,
118,hepar2,MF,2.00E-05,,,,,,,
118,hepar2,WMF,2.10E-05,,,,,,,
118,hepar2,PE,4.00E-05,,,,,,,
119,hepar2,MN,0.002564,,,,,,,
119,hepar2,MW,3.00E-05,,,,,,,
119,hepar2,MF,2.20E-05,,,,,,,
119,hepar2,WMF,1.90E-05,,,,,,,
119,hepar2,PE,4.50E-05,,,,,,,
120,hepar2,MN,0.003036,,,,,,,
120,hepar2,MW,2.50E-05,,,,,,,
120,hepar2,MF,1.90E-05,,,,,,,
120,hepar2,WMF,2.10E-05,,,,,,,
120,hepar2,PE,4.60E-05,,,,,,,
121,hepar2,MN,0.002261,,,,,,,
121,hepar2,MW,3.00E-05,,,,,,,
121,hepar2,MF,2.40E-05,,,,,,,
121,hepar2,WMF,4.30E-05,,,,,,,
121,hepar2,PE,3.50E-05,,,,,,,
122,hepar2,MN,0.002306,,,,,,,
122,hepar2,MW,2.90E-05,,,,,,,
122,hepar2,MF,2.40E-05,,,,,,,
122,hepar2,WMF,3.30E-05,,,,,,,
122,hepar2,PE,4.60E-05,,,,,,,
123,hepar2,MN,0.003055,,,,,,,
123,hepar2,MW,2.90E-05,,,,,,,
123,hepar2,MF,2.30E-05,,,,,,,
123,hepar2,WMF,3.40E-05,,,,,,,
123,hepar2,PE,3.70E-05,,,,,,,
124,hepar2,MN,0.002313,,,,,,,
124,hepar2,MW,3.00E-05,,,,,,,
124,hepar2,MF,2.20E-05,,,,,,,
124,hepar2,WMF,2.40E-05,,,,,,,
124,hepar2,PE,3.50E-05,,,,,,,
125,hepar2,MN,0.002344,,,,,,,
125,hepar2,MW,2.40E-05,,,,,,,
125,hepar2,MF,2.90E-05,,,,,,,
125,hepar2,WMF,2.20E-05,,,,,,,
125,hepar2,PE,3.60E-05,,,,,,,
126,hepar2,MN,0.003137,,,,,,,
126,hepar2,MW,2.40E-05,,,,,,,
126,hepar2,MF,2.10E-05,,,,,,,
126,hepar2,WMF,2.30E-05,,,,,,,
126,hepar2,PE,3.50E-05,,,,,,,
127,hepar2,MN,0.00243,,,,,,,
127,hepar2,MW,3.00E-05,,,,,,,
127,hepar2,MF,3.20E-05,,,,,,,
127,hepar2,WMF,2.80E-05,,,,,,,
127,hepar2,PE,3.60E-05,,,,,,,
128,hepar2,MN,0.002256,,,,,,,
128,hepar2,MW,2.00E-05,,,,,,,
128,hepar2,MF,2.00E-05,,,,,,,
128,hepar2,WMF,2.90E-05,,,,,,,
128,hepar2,PE,4.50E-05,,,,,,,
129,hepar2,MN,0.002272,,,,,,,
129,hepar2,MW,2.10E-05,,,,,,,
129,hepar2,MF,2.00E-05,,,,,,,
129,hepar2,WMF,2.20E-05,,,,,,,
129,hepar2,PE,3.90E-05,,,,,,,
130,hepar2,MN,0.002431,,,,,,,
130,hepar2,MW,2.30E-05,,,,,,,
130,hepar2,MF,2.10E-05,,,,,,,
130,hepar2,WMF,3.30E-05,,,,,,,
130,hepar2,PE,4.60E-05,,,,,,,
131,hepar2,MN,0.002369,,,,,,,
131,hepar2,MW,2.40E-05,,,,,,,
131,hepar2,MF,2.20E-05,,,,,,,
131,hepar2,WMF,2.20E-05,,,,,,,
131,hepar2,PE,4.80E-05,,,,,,,
132,hepar2,MN,0.002368,,,,,,,
132,hepar2,MW,4.00E-05,,,,,,,
132,hepar2,MF,3.30E-05,,,,,,,
132,hepar2,WMF,3.90E-05,,,,,,,
132,hepar2,PE,3.70E-05,,,,,,,
133,hepar2,MN,0.002365,,,,,,,
133,hepar2,MW,3.40E-05,,,,,,,
133,hepar2,MF,3.30E-05,,,,,,,
133,hepar2,WMF,3.30E-05,,,,,,,
133,hepar2,PE,4.40E-05,,,,,,,
134,hepar2,MN,0.002332,,,,,,,
134,hepar2,MW,3.00E-05,,,,,,,
134,hepar2,MF,2.20E-05,,,,,,,
134,hepar2,WMF,2.50E-05,,,,,,,
134,hepar2,PE,3.70E-05,,,,,,,
135,hepar2,MN,0.002323,,,,,,,
135,hepar2,MW,2.90E-05,,,,,,,
135,hepar2,MF,2.20E-05,,,,,,,
135,hepar2,WMF,3.00E-05,,,,,,,
135,hepar2,PE,4.60E-05,,,,,,,
136,hepar2,MN,0.002873,,,,,,,
136,hepar2,MW,2.60E-05,,,,,,,
136,hepar2,MF,2.30E-05,,,,,,,
136,hepar2,WMF,2.20E-05,,,,,,,
136,hepar2,PE,3.70E-05,,,,,,,
137,hepar2,MN,0.002317,,,,,,,
137,hepar2,MW,2.30E-05,,,,,,,
137,hepar2,MF,2.20E-05,,,,,,,
137,hepar2,WMF,2.10E-05,,,,,,,
137,hepar2,PE,4.50E-05,,,,,,,
138,hepar2,MN,0.002336,,,,,,,
138,hepar2,MW,3.40E-05,,,,,,,
138,hepar2,MF,2.50E-05,,,,,,,
138,hepar2,WMF,2.10E-05,,,,,,,
138,hepar2,PE,4.70E-05,,,,,,,
139,hepar2,MN,0.002395,,,,,,,
139,hepar2,MW,3.00E-05,,,,,,,
139,hepar2,MF,2.90E-05,,,,,,,
139,hepar2,WMF,2.20E-05,,,,,,,
139,hepar2,PE,4.40E-05,,,,,,,
140,hepar2,MN,0.002517,,,,,,,
140,hepar2,MW,3.10E-05,,,,,,,
140,hepar2,MF,3.10E-05,,,,,,,
140,hepar2,WMF,3.10E-05,,,,,,,
140,hepar2,PE,3.50E-05,,,,,,,
141,hepar2,MN,0.002334,,,,,,,
141,hepar2,MW,3.20E-05,,,,,,,
141,hepar2,MF,3.00E-05,,,,,,,
141,hepar2,WMF,3.40E-05,,,,,,,
141,hepar2,PE,3.70E-05,,,,,,,
142,hepar2,MN,0.002294,,,,,,,
142,hepar2,MW,3.00E-05,,,,,,,
142,hepar2,MF,2.10E-05,,,,,,,
142,hepar2,WMF,2.90E-05,,,,,,,
142,hepar2,PE,3.70E-05,,,,,,,
143,hepar2,MN,0.0024,,,,,,,
143,hepar2,MW,3.90E-05,,,,,,,
143,hepar2,MF,2.70E-05,,,,,,,
143,hepar2,WMF,2.20E-05,,,,,,,
143,hepar2,PE,4.40E-05,,,,,,,
144,hepar2,MN,0.002351,,,,,,,
144,hepar2,MW,3.00E-05,,,,,,,
144,hepar2,MF,2.80E-05,,,,,,,
144,hepar2,WMF,2.90E-05,,,,,,,
144,hepar2,PE,3.80E-05,,,,,,,
145,hepar2,MN,0.002323,,,,,,,
145,hepar2,MW,2.20E-05,,,,,,,
145,hepar2,MF,2.00E-05,,,,,,,
145,hepar2,WMF,2.10E-05,,,,,,,
145,hepar2,PE,3.80E-05,,,,,,,
146,hepar2,MN,0.002347,,,,,,,
146,hepar2,MW,3.20E-05,,,,,,,
146,hepar2,MF,2.50E-05,,,,,,,
146,hepar2,WMF,2.00E-05,,,,,,,
146,hepar2,PE,5.60E-05,,,,,,,
147,hepar2,MN,0.002421,,,,,,,
147,hepar2,MW,2.60E-05,,,,,,,
147,hepar2,MF,4.50E-05,,,,,,,
147,hepar2,WMF,4.50E-05,,,,,,,
147,hepar2,PE,4.50E-05,,,,,,,
148,hepar2,MN,0.002254,,,,,,,
148,hepar2,MW,3.20E-05,,,,,,,
148,hepar2,MF,4.10E-05,,,,,,,
148,hepar2,WMF,3.10E-05,,,,,,,
148,hepar2,PE,3.90E-05,,,,,,,
149,hepar2,MN,0.002808,,,,,,,
149,hepar2,MW,3.80E-05,,,,,,,
149,hepar2,MF,4.70E-05,,,,,,,
149,hepar2,WMF,4.60E-05,,,,,,,
149,hepar2,PE,4.20E-05,,,,,,,
150,hepar2,MN,0.002355,,,,,,,
150,hepar2,MW,2.20E-05,,,,,,,
150,hepar2,MF,2.90E-05,,,,,,,
150,hepar2,WMF,2.80E-05,,,,,,,
150,hepar2,PE,3.60E-05,,,,,,,
151,hepar2,MN,0.002296,,,,,,,
151,hepar2,MW,2.70E-05,,,,,,,
151,hepar2,MF,3.10E-05,,,,,,,
151,hepar2,WMF,3.50E-05,,,,,,,
151,hepar2,PE,4.20E-05,,,,,,,
152,hepar2,MN,0.002304,,,,,,,
152,hepar2,MW,2.50E-05,,,,,,,
152,hepar2,MF,3.80E-05,,,,,,,
152,hepar2,WMF,3.80E-05,,,,,,,
152,hepar2,PE,3.80E-05,,,,,,,
153,hepar2,MN,0.003174,,,,,,,
153,hepar2,MW,6.40E-05,,,,,,,
153,hepar2,MF,3.90E-05,,,,,,,
153,hepar2,WMF,5.30E-05,,,,,,,
153,hepar2,PE,3.70E-05,,,,,,,
154,hepar2,MN,0.002592,,,,,,,
154,hepar2,MW,3.40E-05,,,,,,,
154,hepar2,MF,3.20E-05,,,,,,,
154,hepar2,WMF,5.90E-05,,,,,,,
154,hepar2,PE,4.60E-05,,,,,,,
155,hepar2,MN,0.003098,,,,,,,
155,hepar2,MW,2.10E-05,,,,,,,
155,hepar2,MF,3.70E-05,,,,,,,
155,hepar2,WMF,2.20E-05,,,,,,,
155,hepar2,PE,3.80E-05,,,,,,,
156,hepar2,MN,0.002312,,,,,,,
156,hepar2,MW,2.60E-05,,,,,,,
156,hepar2,MF,2.20E-05,,,,,,,
156,hepar2,WMF,3.30E-05,,,,,,,
156,hepar2,PE,4.70E-05,,,,,,,
157,hepar2,MN,0.003127,,,,,,,
157,hepar2,MW,3.00E-05,,,,,,,
157,hepar2,MF,3.80E-05,,,,,,,
157,hepar2,WMF,2.10E-05,,,,,,,
157,hepar2,PE,3.80E-05,,,,,,,
158,hepar2,MN,0.002186,,,,,,,
158,hepar2,MW,2.90E-05,,,,,,,
158,hepar2,MF,3.40E-05,,,,,,,
158,hepar2,WMF,3.30E-05,,,,,,,
158,hepar2,PE,3.90E-05,,,,,,,
159,hepar2,MN,0.002273,,,,,,,
159,hepar2,MW,2.30E-05,,,,,,,
159,hepar2,MF,3.60E-05,,,,,,,
159,hepar2,WMF,3.70E-05,,,,,,,
159,hepar2,PE,3.60E-05,,,,,,,
160,hepar2,MN,0.002306,,,,,,,
160,hepar2,MW,2.20E-05,,,,,,,
160,hepar2,MF,3.90E-05,,,,,,,
160,hepar2,WMF,2.50E-05,,,,,,,
160,hepar2,PE,4.70E-05,,,,,,,
161,hepar2,MN,0.002378,,,,,,,
161,hepar2,MW,2.10E-05,,,,,,,
161,hepar2,MF,5.40E-05,,,,,,,
161,hepar2,WMF,3.80E-05,,,,,,,
161,hepar2,PE,3.90E-05,,,,,,,
162,hepar2,MN,0.002799,,,,,,,
162,hepar2,MW,3.40E-05,,,,,,,
162,hepar2,MF,4.20E-05,,,,,,,
162,hepar2,WMF,3.90E-05,,,,,,,
162,hepar2,PE,3.90E-05,,,,,,,
163,hepar2,MN,0.003018,,,,,,,
163,hepar2,MW,3.30E-05,,,,,,,
163,hepar2,MF,3.70E-05,,,,,,,
163,hepar2,WMF,2.30E-05,,,,,,,
163,hepar2,PE,4.20E-05,,,,,,,
164,hepar2,MN,0.002414,,,,,,,
164,hepar2,MW,3.10E-05,,,,,,,
164,hepar2,MF,4.00E-05,,,,,,,
164,hepar2,WMF,3.10E-05,,,,,,,
164,hepar2,PE,5.40E-05,,,,,,,
165,hepar2,MN,0.002306,,,,,,,
165,hepar2,MW,2.20E-05,,,,,,,
165,hepar2,MF,3.90E-05,,,,,,,
165,hepar2,WMF,3.60E-05,,,,,,,
165,hepar2,PE,4.70E-05,,,,,,,
166,hepar2,MN,0.002335,,,,,,,
166,hepar2,MW,3.00E-05,,,,,,,
166,hepar2,MF,3.00E-05,,,,,,,
166,hepar2,WMF,2.10E-05,,,,,,,
166,hepar2,PE,3.90E-05,,,,,,,
167,hepar2,MN,0.002486,,,,,,,
167,hepar2,MW,3.20E-05,,,,,,,
167,hepar2,MF,4.60E-05,,,,,,,
167,hepar2,WMF,3.60E-05,,,,,,,
167,hepar2,PE,3.90E-05,,,,,,,
168,hepar2,MN,0.003021,,,,,,,
168,hepar2,MW,7.40E-05,,,,,,,
168,hepar2,MF,0.000117,,,,,,,
168,hepar2,WMF,3.90E-05,,,,,,,
168,hepar2,PE,4.00E-05,,,,,,,
169,hepar2,MN,0.002355,,,,,,,
169,hepar2,MW,2.50E-05,,,,,,,
169,hepar2,MF,2.70E-05,,,,,,,
169,hepar2,WMF,2.60E-05,,,,,,,
169,hepar2,PE,4.80E-05,,,,,,,
170,hepar2,MN,0.002569,,,,,,,
170,hepar2,MW,3.30E-05,,,,,,,
170,hepar2,MF,2.40E-05,,,,,,,
170,hepar2,WMF,3.70E-05,,,,,,,
170,hepar2,PE,5.00E-05,,,,,,,
171,hepar2,MN,0.002583,,,,,,,
171,hepar2,MW,4.50E-05,,,,,,,
171,hepar2,MF,3.00E-05,,,,,,,
171,hepar2,WMF,2.20E-05,,,,,,,
171,hepar2,PE,3.70E-05,,,,,,,
172,hepar2,MN,0.002429,,,,,,,
172,hepar2,MW,2.40E-05,,,,,,,
172,hepar2,MF,2.10E-05,,,,,,,
172,hepar2,WMF,4.40E-05,,,,,,,
172,hepar2,PE,3.80E-05,,,,,,,
173,hepar2,MN,0.002388,,,,,,,
173,hepar2,MW,3.00E-05,,,,,,,
173,hepar2,MF,3.10E-05,,,,,,,
173,hepar2,WMF,2.60E-05,,,,,,,
173,hepar2,PE,4.70E-05,,,,,,,
174,hepar2,MN,0.002245,,,,,,,
174,hepar2,MW,2.90E-05,,,,,,,
174,hepar2,MF,2.30E-05,,,,,,,
174,hepar2,WMF,2.90E-05,,,,,,,
174,hepar2,PE,4.10E-05,,,,,,,
175,hepar2,MN,0.003312,,,,,,,
175,hepar2,MW,2.30E-05,,,,,,,
175,hepar2,MF,2.20E-05,,,,,,,
175,hepar2,WMF,2.30E-05,,,,,,,
175,hepar2,PE,3.90E-05,,,,,,,
176,hepar2,MN,0.002386,,,,,,,
176,hepar2,MW,2.30E-05,,,,,,,
176,hepar2,MF,2.90E-05,,,,,,,
176,hepar2,WMF,2.10E-05,,,,,,,
176,hepar2,PE,5.70E-05,,,,,,,
177,hepar2,MN,0.002315,,,,,,,
177,hepar2,MW,2.10E-05,,,,,,,
177,hepar2,MF,3.00E-05,,,,,,,
177,hepar2,WMF,3.00E-05,,,,,,,
177,hepar2,PE,4.00E-05,,,,,,,
178,hepar2,MN,0.002313,,,,,,,
178,hepar2,MW,3.50E-05,,,,,,,
178,hepar2,MF,2.90E-05,,,,,,,
178,hepar2,WMF,2.50E-05,,,,,,,
178,hepar2,PE,3.90E-05,,,,,,,
179,hepar2,MN,0.003153,,,,,,,
179,hepar2,MW,2.90E-05,,,,,,,
179,hepar2,MF,2.80E-05,,,,,,,
179,hepar2,WMF,2.20E-05,,,,,,,
179,hepar2,PE,4.30E-05,,,,,,,
180,hepar2,MN,0.002296,,,,,,,
180,hepar2,MW,2.30E-05,,,,,,,
180,hepar2,MF,4.90E-05,,,,,,,
180,hepar2,WMF,4.20E-05,,,,,,,
180,hepar2,PE,3.90E-05,,,,,,,
181,hepar2,MN,0.00238,,,,,,,
181,hepar2,MW,3.10E-05,,,,,,,
181,hepar2,MF,2.20E-05,,,,,,,
181,hepar2,WMF,3.60E-05,,,,,,,
181,hepar2,PE,3.40E-05,,,,,,,
182,hepar2,MN,0.002339,,,,,,,
182,hepar2,MW,2.10E-05,,,,,,,
182,hepar2,MF,2.80E-05,,,,,,,
182,hepar2,WMF,1.90E-05,,,,,,,
182,hepar2,PE,4.00E-05,,,,,,,
183,hepar2,MN,0.002437,,,,,,,
183,hepar2,MW,4.70E-05,,,,,,,
183,hepar2,MF,3.00E-05,,,,,,,
183,hepar2,WMF,3.00E-05,,,,,,,
183,hepar2,PE,4.00E-05,,,,,,,
184,hepar2,MN,0.002225,,,,,,,
184,hepar2,MW,4.10E-05,,,,,,,
184,hepar2,MF,3.10E-05,,,,,,,
184,hepar2,WMF,3.70E-05,,,,,,,
184,hepar2,PE,3.90E-05,,,,,,,
185,hepar2,MN,0.002246,,,,,,,
185,hepar2,MW,2.40E-05,,,,,,,
185,hepar2,MF,3.10E-05,,,,,,,
185,hepar2,WMF,2.20E-05,,,,,,,
185,hepar2,PE,3.80E-05,,,,,,,
186,hepar2,MN,0.002341,,,,,,,
186,hepar2,MW,2.30E-05,,,,,,,
186,hepar2,MF,2.80E-05,,,,,,,
186,hepar2,WMF,2.90E-05,,,,,,,
186,hepar2,PE,9.90E-05,,,,,,,
187,hepar2,MN,0.002409,,,,,,,
187,hepar2,MW,3.50E-05,,,,,,,
187,hepar2,MF,3.70E-05,,,,,,,
187,hepar2,WMF,3.60E-05,,,,,,,
187,hepar2,PE,4.10E-05,,,,,,,
188,hepar2,MN,0.002857,,,,,,,
188,hepar2,MW,3.70E-05,,,,,,,
188,hepar2,MF,3.40E-05,,,,,,,
188,hepar2,WMF,3.40E-05,,,,,,,
188,hepar2,PE,4.20E-05,,,,,,,
189,hepar2,MN,0.002572,,,,,,,
189,hepar2,MW,2.60E-05,,,,,,,
189,hepar2,MF,2.70E-05,,,,,,,
189,hepar2,WMF,3.20E-05,,,,,,,
189,hepar2,PE,0.0001,,,,,,,
190,hepar2,MN,0.003205,,,,,,,
190,hepar2,MW,7.60E-05,,,,,,,
190,hepar2,MF,6.00E-05,,,,,,,
190,hepar2,WMF,8.80E-05,,,,,,,
190,hepar2,PE,4.60E-05,,,,,,,
191,hepar2,MN,0.002517,,,,,,,
191,hepar2,MW,4.90E-05,,,,,,,
191,hepar2,MF,5.00E-05,,,,,,,
191,hepar2,WMF,4.20E-05,,,,,,,
191,hepar2,PE,4.50E-05,,,,,,,
192,hepar2,MN,0.002587,,,,,,,
192,hepar2,MW,2.20E-05,,,,,,,
192,hepar2,MF,2.20E-05,,,,,,,
192,hepar2,WMF,3.20E-05,,,,,,,
192,hepar2,PE,4.10E-05,,,,,,,
193,hepar2,MN,0.0024,,,,,,,
193,hepar2,MW,2.10E-05,,,,,,,
193,hepar2,MF,4.00E-05,,,,,,,
193,hepar2,WMF,3.90E-05,,,,,,,
193,hepar2,PE,4.70E-05,,,,,,,
194,hepar2,MN,0.002232,,,,,,,
194,hepar2,MW,3.20E-05,,,,,,,
194,hepar2,MF,2.60E-05,,,,,,,
194,hepar2,WMF,3.10E-05,,,,,,,
194,hepar2,PE,3.90E-05,,,,,,,
195,hepar2,MN,0.002341,,,,,,,
195,hepar2,MW,2.30E-05,,,,,,,
195,hepar2,MF,3.30E-05,,,,,,,
195,hepar2,WMF,2.50E-05,,,,,,,
195,hepar2,PE,3.80E-05,,,,,,,
196,hepar2,MN,0.002357,,,,,,,
196,hepar2,MW,3.10E-05,,,,,,,
196,hepar2,MF,2.20E-05,,,,,,,
196,hepar2,WMF,3.10E-05,,,,,,,
196,hepar2,PE,4.80E-05,,,,,,,
197,hepar2,MN,0.003111,,,,,,,
197,hepar2,MW,2.30E-05,,,,,,,
197,hepar2,MF,2.70E-05,,,,,,,
197,hepar2,WMF,2.90E-05,,,,,,,
197,hepar2,PE,5.90E-05,,,,,,,
198,hepar2,MN,0.002407,,,,,,,
198,hepar2,MW,3.10E-05,,,,,,,
198,hepar2,MF,2.10E-05,,,,,,,
198,hepar2,WMF,3.70E-05,,,,,,,
198,hepar2,PE,3.90E-05,,,,,,,
199,hepar2,MN,0.002283,,,,,,,
199,hepar2,MW,3.20E-05,,,,,,,
199,hepar2,MF,3.30E-05,,,,,,,
199,hepar2,WMF,2.40E-05,,,,,,,
199,hepar2,PE,4.70E-05,,,,,,,
200,hepar2,MN,0.00228,,,,,,,
200,hepar2,MW,2.00E-05,,,,,,,
200,hepar2,MF,2.90E-05,,,,,,,
200,hepar2,WMF,2.10E-05,,,,,,,
200,hepar2,PE,3.70E-05,,,,,,,
201,hepar2,MN,0.002317,,,,,,,
201,hepar2,MW,3.40E-05,,,,,,,
201,hepar2,MF,3.00E-05,,,,,,,
201,hepar2,WMF,2.90E-05,,,,,,,
201,hepar2,PE,3.90E-05,,,,,,,
202,hepar2,MN,0.002403,,,,,,,
202,hepar2,MW,3.40E-05,,,,,,,
202,hepar2,MF,2.30E-05,,,,,,,
202,hepar2,WMF,2.20E-05,,,,,,,
202,hepar2,PE,4.80E-05,,,,,,,
203,hepar2,MN,0.002283,,,,,,,
203,hepar2,MW,2.90E-05,,,,,,,
203,hepar2,MF,4.70E-05,,,,,,,
203,hepar2,WMF,2.80E-05,,,,,,,
203,hepar2,PE,3.90E-05,,,,,,,
204,hepar2,MN,0.002284,,,,,,,
204,hepar2,MW,2.30E-05,,,,,,,
204,hepar2,MF,2.00E-05,,,,,,,
204,hepar2,WMF,2.90E-05,,,,,,,
204,hepar2,PE,4.10E-05,,,,,,,
205,hepar2,MN,0.002357,,,,,,,
205,hepar2,MW,3.50E-05,,,,,,,
205,hepar2,MF,3.30E-05,,,,,,,
205,hepar2,WMF,3.40E-05,,,,,,,
205,hepar2,PE,3.70E-05,,,,,,,
206,hepar2,MN,0.002349,,,,,,,
206,hepar2,MW,2.20E-05,,,,,,,
206,hepar2,MF,2.00E-05,,,,,,,
206,hepar2,WMF,2.10E-05,,,,,,,
206,hepar2,PE,3.80E-05,,,,,,,
207,hepar2,MN,0.002225,,,,,,,
207,hepar2,MW,2.50E-05,,,,,,,
207,hepar2,MF,2.10E-05,,,,,,,
207,hepar2,WMF,2.10E-05,,,,,,,
207,hepar2,PE,4.30E-05,,,,,,,
208,hepar2,MN,0.002348,,,,,,,
208,hepar2,MW,2.20E-05,,,,,,,
208,hepar2,MF,2.90E-05,,,,,,,
208,hepar2,WMF,3.50E-05,,,,,,,
208,hepar2,PE,4.30E-05,,,,,,,
209,hepar2,MN,0.002307,,,,,,,
209,hepar2,MW,3.10E-05,,,,,,,
209,hepar2,MF,2.30E-05,,,,,,,
209,hepar2,WMF,3.00E-05,,,,,,,
209,hepar2,PE,4.10E-05,,,,,,,
210,hepar2,MN,0.002243,,,,,,,
210,hepar2,MW,2.10E-05,,,,,,,
210,hepar2,MF,2.10E-05,,,,,,,
210,hepar2,WMF,3.00E-05,,,,,,,
210,hepar2,PE,3.90E-05,,,,,,,
211,hepar2,MN,0.002332,,,,,,,
211,hepar2,MW,2.60E-05,,,,,,,
211,hepar2,MF,2.90E-05,,,,,,,
211,hepar2,WMF,2.60E-05,,,,,,,
211,hepar2,PE,4.50E-05,,,,,,,
212,hepar2,MN,0.002369,,,,,,,
212,hepar2,MW,3.20E-05,,,,,,,
212,hepar2,MF,2.30E-05,,,,,,,
212,hepar2,WMF,2.90E-05,,,,,,,
212,hepar2,PE,4.60E-05,,,,,,,
213,hepar2,MN,0.003041,,,,,,,
213,hepar2,MW,2.70E-05,,,,,,,
213,hepar2,MF,3.20E-05,,,,,,,
213,hepar2,WMF,3.00E-05,,,,,,,
213,hepar2,PE,3.70E-05,,,,,,,
214,hepar2,MN,0.002299,,,,,,,
214,hepar2,MW,2.10E-05,,,,,,,
214,hepar2,MF,2.80E-05,,,,,,,
214,hepar2,WMF,2.20E-05,,,,,,,
214,hepar2,PE,5.00E-05,,,,,,,
215,hepar2,MN,0.00231,,,,,,,
215,hepar2,MW,2.20E-05,,,,,,,
215,hepar2,MF,2.10E-05,,,,,,,
215,hepar2,WMF,3.00E-05,,,,,,,
215,hepar2,PE,4.30E-05,,,,,,,
216,hepar2,MN,0.002692,,,,,,,
216,hepar2,MW,2.60E-05,,,,,,,
216,hepar2,MF,3.00E-05,,,,,,,
216,hepar2,WMF,2.00E-05,,,,,,,
216,hepar2,PE,4.20E-05,,,,,,,
217,hepar2,MN,0.002325,,,,,,,
217,hepar2,MW,2.90E-05,,,,,,,
217,hepar2,MF,3.30E-05,,,,,,,
217,hepar2,WMF,2.10E-05,,,,,,,
217,hepar2,PE,4.60E-05,,,,,,,
218,hepar2,MN,0.002528,,,,,,,
218,hepar2,MW,2.20E-05,,,,,,,
218,hepar2,MF,2.90E-05,,,,,,,
218,hepar2,WMF,2.20E-05,,,,,,,
218,hepar2,PE,4.70E-05,,,,,,,
219,hepar2,MN,0.002138,,,,,,,
219,hepar2,MW,2.90E-05,,,,,,,
219,hepar2,MF,2.20E-05,,,,,,,
219,hepar2,WMF,2.80E-05,,,,,,,
219,hepar2,PE,4.60E-05,,,,,,,
220,hepar2,MN,0.002342,,,,,,,
220,hepar2,MW,2.20E-05,,,,,,,
220,hepar2,MF,2.90E-05,,,,,,,
220,hepar2,WMF,2.50E-05,,,,,,,
220,hepar2,PE,3.80E-05,,,,,,,
221,hepar2,MN,0.002334,,,,,,,
221,hepar2,MW,2.70E-05,,,,,,,
221,hepar2,MF,2.10E-05,,,,,,,
221,hepar2,WMF,2.10E-05,,,,,,,
221,hepar2,PE,3.80E-05,,,,,,,
222,hepar2,MN,0.002379,,,,,,,
222,hepar2,MW,3.40E-05,,,,,,,
222,hepar2,MF,3.00E-05,,,,,,,
222,hepar2,WMF,2.90E-05,,,,,,,
222,hepar2,PE,4.40E-05,,,,,,,
223,hepar2,MN,0.002575,,,,,,,
223,hepar2,MW,3.20E-05,,,,,,,
223,hepar2,MF,2.40E-05,,,,,,,
223,hepar2,WMF,3.00E-05,,,,,,,
223,hepar2,PE,3.80E-05,,,,,,,
224,hepar2,MN,0.002433,,,,,,,
224,hepar2,MW,3.90E-05,,,,,,,
224,hepar2,MF,2.80E-05,,,,,,,
224,hepar2,WMF,2.40E-05,,,,,,,
224,hepar2,PE,4.60E-05,,,,,,,
225,hepar2,MN,0.002323,,,,,,,
225,hepar2,MW,2.30E-05,,,,,,,
225,hepar2,MF,3.10E-05,,,,,,,
225,hepar2,WMF,2.80E-05,,,,,,,
225,hepar2,PE,3.70E-05,,,,,,,
226,hepar2,MN,0.002418,,,,,,,
226,hepar2,MW,3.90E-05,,,,,,,
226,hepar2,MF,4.10E-05,,,,,,,
226,hepar2,WMF,3.30E-05,,,,,,,
226,hepar2,PE,4.00E-05,,,,,,,
227,hepar2,MN,0.002252,,,,,,,
227,hepar2,MW,3.10E-05,,,,,,,
227,hepar2,MF,3.00E-05,,,,,,,
227,hepar2,WMF,3.40E-05,,,,,,,
227,hepar2,PE,3.80E-05,,,,,,,
228,hepar2,MN,0.002374,,,,,,,
228,hepar2,MW,3.40E-05,,,,,,,
228,hepar2,MF,2.00E-05,,,,,,,
228,hepar2,WMF,3.30E-05,,,,,,,
228,hepar2,PE,4.70E-05,,,,,,,
229,hepar2,MN,0.002304,,,,,,,
229,hepar2,MW,2.20E-05,,,,,,,
229,hepar2,MF,2.90E-05,,,,,,,
229,hepar2,WMF,2.20E-05,,,,,,,
229,hepar2,PE,3.90E-05,,,,,,,
230,hepar2,MN,0.002298,,,,,,,
230,hepar2,MW,2.90E-05,,,,,,,
230,hepar2,MF,2.10E-05,,,,,,,
230,hepar2,WMF,2.90E-05,,,,,,,
230,hepar2,PE,3.80E-05,,,,,,,
231,hepar2,MN,0.002534,,,,,,,
231,hepar2,MW,4.00E-05,,,,,,,
231,hepar2,MF,4.10E-05,,,,,,,
231,hepar2,WMF,3.50E-05,,,,,,,
231,hepar2,PE,3.90E-05,,,,,,,
232,hepar2,MN,0.002485,,,,,,,
232,hepar2,MW,2.30E-05,,,,,,,
232,hepar2,MF,2.10E-05,,,,,,,
232,hepar2,WMF,2.10E-05,,,,,,,
232,hepar2,PE,3.50E-05,,,,,,,
233,hepar2,MN,0.002384,,,,,,,
