run,bn,heuristic,time
83,hepar2,MW,3.5e-05
83,hepar2,MF,2.9e-05
83,hepar2,WMF,3e-05
83,hepar2,PE,2.1e-05
84,hepar2,MN,0.002334
84,hepar2,MW,5.7e-05
84,hepar2,MF,2.5e-05
84,hepar2,WMF,3.8e-05
84,hepar2,PE,2.1e-05
85,hepar2,MN,0.00234
85,hepar2,MW,2.1e-05
85,hepar2,MF,2.9e-05
85,hepar2,WMF,2.1e-05
85,hepar2,PE,2.5e-05
86,hepar2,MN,0.003887
86,hepar2,MW,3.5e-05
86,hepar2,MF,2.9e-05
86,hepar2,WMF,2.8e-05
86,hepar2,PE,1.9e-05
87,hepar2,MN,0.002391
87,hepar2,MW,2.7e-05
87,hepar2,MF,6.7e-05
87,hepar2,WMF,4.7e-05
87,hepar2,PE,2.1e-05
88,hepar2,MN,0.002333
88,hepar2,MW,2.9e-05
88,hepar2,MF,2.1e-05
88,hepar2,WMF,3.2e-05
88,hepar2,PE,2.1e-05
89,hepar2,MN,0.003157
89,hepar2,MW,3.3e-05
89,hepar2,MF,2.8e-05
89,hepar2,WMF,3e-05
89,hepar2,PE,2.2e-05
90,hepar2,MN,0.002257
90,hepar2,MW,4.7e-05
90,hepar2,MF,2.1e-05
90,hepar2,WMF,4.8e-05
90,hepar2,PE,2e-05
91,hepar2,MN,0.002364
91,hepar2,MW,3e-05
91,hepar2,MF,2.1e-05
91,hepar2,WMF,2.1e-05
91,hepar2,PE,2.9e-05
92,hepar2,MN,0.003349
92,hepar2,MW,2.8e-05
92,hepar2,MF,2.2e-05
92,hepar2,WMF,2.1e-05
92,hepar2,PE,2.1e-05
93,hepar2,MN,0.002243
93,hepar2,MW,4.1e-05
93,hepar2,MF,2e-05
93,hepar2,WMF,4e-05
93,hepar2,PE,2e-05
94,hepar2,MN,0.002327
94,hepar2,MW,2e-05
94,hepar2,MF,3e-05
94,hepar2,WMF,2.8e-05
94,hepar2,PE,3.7e-05
95,hepar2,MN,0.004042
95,hepar2,MW,3e-05
95,hepar2,MF,2.2e-05
95,hepar2,WMF,3e-05
95,hepar2,PE,2e-05
96,hepar2,MN,0.002264
96,hepar2,MW,3.4e-05
96,hepar2,MF,1.9e-05
96,hepar2,WMF,3.8e-05
96,hepar2,PE,2.1e-05
97,hepar2,MN,0.002342
97,hepar2,MW,3e-05
97,hepar2,MF,2.8e-05
97,hepar2,WMF,2.2e-05
97,hepar2,PE,3.3e-05
98,hepar2,MN,0.004062
98,hepar2,MW,2.9e-05
98,hepar2,MF,2.9e-05
98,hepar2,WMF,2.9e-05
98,hepar2,PE,2.1e-05
99,hepar2,MN,0.002661
99,hepar2,MW,3.6e-05
99,hepar2,MF,4.1e-05
99,hepar2,WMF,4.8e-05
99,hepar2,PE,2.1e-05
100,hepar2,MN,0.002383
100,hepar2,MW,2.9e-05
100,hepar2,MF,2e-05
100,hepar2,WMF,2.4e-05
100,hepar2,PE,2.2e-05
101,hepar2,MN,0.003296
101,hepar2,MW,2.8e-05
101,hepar2,MF,2.9e-05
101,hepar2,WMF,2.9e-05
101,hepar2,PE,2.1e-05
102,hepar2,MN,0.002254
102,hepar2,MW,3.5e-05
102,hepar2,MF,1.9e-05
102,hepar2,WMF,3.7e-05
102,hepar2,PE,2e-05
103,hepar2,MN,0.002363
103,hepar2,MW,3e-05
103,hepar2,MF,2.9e-05
103,hepar2,WMF,2.2e-05
103,hepar2,PE,3.8e-05
104,hepar2,MN,0.002428
104,hepar2,MW,3.6e-05
104,hepar2,MF,2.7e-05
104,hepar2,WMF,3.4e-05
104,hepar2,PE,3.5e-05
105,hepar2,MN,0.00233
105,hepar2,MW,3.7e-05
105,hepar2,MF,3e-05
105,hepar2,WMF,5.8e-05
105,hepar2,PE,4.4e-05
106,hepar2,MN,0.002604
106,hepar2,MW,3e-05
106,hepar2,MF,3e-05
106,hepar2,WMF,2.7e-05
106,hepar2,PE,3.2e-05
107,hepar2,MN,0.003375
107,hepar2,MW,3.8e-05
107,hepar2,MF,3.3e-05
107,hepar2,WMF,3e-05
107,hepar2,PE,2.1e-05
108,hepar2,MN,0.00232
108,hepar2,MW,3.8e-05
108,hepar2,MF,3.5e-05
108,hepar2,WMF,3.9e-05
108,hepar2,PE,2.4e-05
109,hepar2,MN,0.002331
109,hepar2,MW,2.9e-05
109,hepar2,MF,3.3e-05
109,hepar2,WMF,3.9e-05
109,hepar2,PE,2.1e-05
110,hepar2,MN,0.002382
110,hepar2,MW,3.6e-05
110,hepar2,MF,2.8e-05
110,hepar2,WMF,3.7e-05
110,hepar2,PE,2.3e-05
111,hepar2,MN,0.0023
111,hepar2,MW,3.2e-05
111,hepar2,MF,2e-05
111,hepar2,WMF,4.9e-05
111,hepar2,PE,4.5e-05
112,hepar2,MN,0.003115
112,hepar2,MW,2.9e-05
112,hepar2,MF,2.9e-05
112,hepar2,WMF,2.8e-05
112,hepar2,PE,4.8e-05
113,hepar2,MN,0.002514
113,hepar2,MW,3.1e-05
113,hepar2,MF,4.8e-05
113,hepar2,WMF,3.5e-05
113,hepar2,PE,3e-05
114,hepar2,MN,0.002328
114,hepar2,MW,3e-05
114,hepar2,MF,1.9e-05
114,hepar2,WMF,5.5e-05
114,hepar2,PE,4e-05
115,hepar2,MN,0.002629
115,hepar2,MW,3e-05
115,hepar2,MF,2.9e-05
115,hepar2,WMF,3e-05
115,hepar2,PE,3e-05
116,hepar2,MN,0.00382
116,hepar2,MW,3.8e-05
116,hepar2,MF,3.6e-05
116,hepar2,WMF,2.1e-05
116,hepar2,PE,2.2e-05
117,hepar2,MN,0.002471
117,hepar2,MW,4.3e-05
117,hepar2,MF,3.9e-05
117,hepar2,WMF,3.7e-05
117,hepar2,PE,2.1e-05
118,hepar2,MN,0.002387
118,hepar2,MW,3e-05
118,hepar2,MF,2.2e-05
118,hepar2,WMF,3.4e-05
118,hepar2,PE,2e-05
119,hepar2,MN,0.003972
119,hepar2,MW,2.7e-05
119,hepar2,MF,3.7e-05
119,hepar2,WMF,3.1e-05
119,hepar2,PE,2.1e-05
120,hepar2,MN,0.00328
120,hepar2,MW,3.7e-05
120,hepar2,MF,4e-05
120,hepar2,WMF,3.6e-05
120,hepar2,PE,2.1e-05
121,hepar2,MN,0.002379
121,hepar2,MW,2.9e-05
121,hepar2,MF,2.9e-05
121,hepar2,WMF,3.2e-05
121,hepar2,PE,2.2e-05
122,hepar2,MN,0.002411
122,hepar2,MW,3e-05
122,hepar2,MF,2.2e-05
122,hepar2,WMF,5.1e-05
122,hepar2,PE,4.5e-05
123,hepar2,MN,0.002367
123,hepar2,MW,3.9e-05
123,hepar2,MF,3.6e-05
123,hepar2,WMF,3.9e-05
123,hepar2,PE,2.1e-05
124,hepar2,MN,0.002308
124,hepar2,MW,2.1e-05
124,hepar2,MF,2e-05
124,hepar2,WMF,4.1e-05
124,hepar2,PE,3.4e-05
125,hepar2,MN,0.002524
125,hepar2,MW,3.8e-05
125,hepar2,MF,3.7e-05
125,hepar2,WMF,3.9e-05
125,hepar2,PE,2.6e-05
126,hepar2,MN,0.003439
126,hepar2,MW,2.8e-05
126,hepar2,MF,2e-05
126,hepar2,WMF,3e-05
126,hepar2,PE,2e-05
127,hepar2,MN,0.00232
127,hepar2,MW,2.6e-05
127,hepar2,MF,6.2e-05
127,hepar2,WMF,3.8e-05
127,hepar2,PE,3.9e-05
128,hepar2,MN,0.002387
128,hepar2,MW,2.5e-05
128,hepar2,MF,2e-05
128,hepar2,WMF,4.2e-05
128,hepar2,PE,3.8e-05
129,hepar2,MN,0.002363
129,hepar2,MW,2.3e-05
129,hepar2,MF,2.2e-05
129,hepar2,WMF,2.2e-05
129,hepar2,PE,3e-05
130,hepar2,MN,0.003318
130,hepar2,MW,3.2e-05
130,hepar2,MF,3.5e-05
130,hepar2,WMF,3e-05
130,hepar2,PE,2.5e-05
131,hepar2,MN,0.003485
131,hepar2,MW,3e-05
131,hepar2,MF,2e-05
131,hepar2,WMF,3e-05
131,hepar2,PE,2.1e-05
132,hepar2,MN,0.002347
132,hepar2,MW,4.6e-05
132,hepar2,MF,4.7e-05
132,hepar2,WMF,2.2e-05
132,hepar2,PE,3.2e-05
133,hepar2,MN,0.002379
133,hepar2,MW,3e-05
133,hepar2,MF,2.9e-05
133,hepar2,WMF,2.2e-05
133,hepar2,PE,4.1e-05
134,hepar2,MN,0.002377
134,hepar2,MW,3.8e-05
134,hepar2,MF,2.8e-05
134,hepar2,WMF,2.9e-05
134,hepar2,PE,3.1e-05
135,hepar2,MN,0.002274
135,hepar2,MW,0.000106
135,hepar2,MF,4.4e-05
135,hepar2,WMF,3.7e-05
135,hepar2,PE,3.6e-05
136,hepar2,MN,0.002382
136,hepar2,MW,3e-05
136,hepar2,MF,3.7e-05
136,hepar2,WMF,5.4e-05
136,hepar2,PE,4.6e-05
137,hepar2,MN,0.002648
137,hepar2,MW,2.2e-05
137,hepar2,MF,2.9e-05
