run,bn,heuristic,time
57,mildew,MW,2.8e-05
57,mildew,MF,1.4e-05
57,mildew,WMF,1.4e-05
57,mildew,PE,1.4e-05
58,mildew,MN,0.037091
58,mildew,MW,4.8e-05
58,mildew,MF,3.1e-05
58,mildew,WMF,2.7e-05
58,mildew,PE,2.4e-05
59,mildew,MN,0.038311
59,mildew,MW,3.4e-05
59,mildew,MF,2e-05
59,mildew,WMF,2.2e-05
59,mildew,PE,1.9e-05
60,mildew,MN,0.038278
60,mildew,MW,3.7e-05
60,mildew,MF,2.9e-05
60,mildew,WMF,2.5e-05
60,mildew,PE,2.7e-05
61,mildew,MN,0.040997
61,mildew,MW,3.2e-05
61,mildew,MF,2.1e-05
61,mildew,WMF,1.9e-05
61,mildew,PE,1.8e-05
62,mildew,MN,0.036238
62,mildew,MW,4.9e-05
62,mildew,MF,3.2e-05
62,mildew,WMF,2.4e-05
62,mildew,PE,2.6e-05
63,mildew,MN,0.041312
63,mildew,MW,3.4e-05
63,mildew,MF,2.7e-05
63,mildew,WMF,2.4e-05
63,mildew,PE,1.8e-05
64,mildew,MN,0.035125
64,mildew,MW,4.8e-05
64,mildew,MF,4.2e-05
64,mildew,WMF,2.7e-05
64,mildew,PE,2.8e-05
65,mildew,MN,0.037848
65,mildew,MW,3.3e-05
65,mildew,MF,2.9e-05
65,mildew,WMF,2.8e-05
65,mildew,PE,1.9e-05
66,mildew,MN,0.035603
66,mildew,MW,5.2e-05
66,mildew,MF,5e-05
66,mildew,WMF,2.7e-05
66,mildew,PE,3.6e-05
67,mildew,MN,0.041774
67,mildew,MW,3.1e-05
67,mildew,MF,2.4e-05
67,mildew,WMF,1.9e-05
67,mildew,PE,1.7e-05
68,mildew,MN,0.039305
68,mildew,MW,4e-05
68,mildew,MF,3e-05
68,mildew,WMF,2.5e-05
68,mildew,PE,2e-05
69,mildew,MN,0.039883
69,mildew,MW,3.4e-05
69,mildew,MF,2.8e-05
69,mildew,WMF,2.8e-05
69,mildew,PE,2.1e-05
70,mildew,MN,0.037475
70,mildew,MW,4.1e-05
70,mildew,MF,3.9e-05
70,mildew,WMF,2.6e-05
70,mildew,PE,3.7e-05
71,mildew,MN,0.036147
71,mildew,MW,4.5e-05
71,mildew,MF,4.1e-05
71,mildew,WMF,2.3e-05
71,mildew,PE,2.5e-05
72,mildew,MN,0.037762
72,mildew,MW,4.6e-05
72,mildew,MF,7.6e-05
72,mildew,WMF,2.5e-05
72,mildew,PE,2.6e-05
73,mildew,MN,0.041905
73,mildew,MW,4.4e-05
73,mildew,MF,2.7e-05
73,mildew,WMF,2.4e-05
73,mildew,PE,4.2e-05
74,mildew,MN,0.037053
74,mildew,MW,3.2e-05
74,mildew,MF,2.8e-05
74,mildew,WMF,2.4e-05
74,mildew,PE,2e-05
75,mildew,MN,0.042526
75,mildew,MW,3.3e-05
75,mildew,MF,2.9e-05
75,mildew,WMF,2.4e-05
75,mildew,PE,1.7e-05
76,mildew,MN,0.03733
76,mildew,MW,4.1e-05
76,mildew,MF,3.8e-05
