run,bn,heuristic,time
41,asia,MN,0.000255
41,asia,MW,8e-06
41,asia,MF,7e-06
41,asia,WMF,7e-06
41,asia,PE,6e-06
42,asia,MN,0.000253
42,asia,MW,7e-06
42,asia,MF,8e-06
42,asia,WMF,7e-06
42,asia,PE,7e-06
43,asia,MN,0.000254
43,asia,MW,7e-06
43,asia,MF,7e-06
43,asia,WMF,7e-06
43,asia,PE,7e-06
44,asia,MN,0.000249
44,asia,MW,8e-06
44,asia,MF,7e-06
44,asia,WMF,6e-06
44,asia,PE,6e-06
45,asia,MN,0.000253
45,asia,MW,8e-06
45,asia,MF,1.4e-05
45,asia,WMF,1.3e-05
45,asia,PE,7e-06
46,asia,MN,0.000294
46,asia,MW,1.2e-05
46,asia,MF,7e-06
46,asia,WMF,7e-06
46,asia,PE,7e-06
47,asia,MN,0.000345
47,asia,MW,8e-06
47,asia,MF,7e-06
47,asia,WMF,7e-06
47,asia,PE,1.1e-05
48,asia,MN,0.000302
48,asia,MW,1.3e-05
48,asia,MF,1.1e-05
48,asia,WMF,1.3e-05
48,asia,PE,1.6e-05
49,asia,MN,0.000268
49,asia,MW,7e-06
49,asia,MF,6e-06
49,asia,WMF,7e-06
49,asia,PE,7e-06
50,asia,MN,0.000317
50,asia,MW,1.1e-05
50,asia,MF,1.2e-05
50,asia,WMF,1.1e-05
50,asia,PE,6e-06
51,asia,MN,0.000277
51,asia,MW,8e-06
51,asia,MF,6e-06
51,asia,WMF,8e-06
51,asia,PE,6e-06
52,asia,MN,0.000263
52,asia,MW,7e-06
52,asia,MF,1.1e-05
52,asia,WMF,8e-06
52,asia,PE,7e-06
53,asia,MN,0.000286
53,asia,MW,7e-06
53,asia,MF,6e-06
53,asia,WMF,8e-06
53,asia,PE,8e-06
54,asia,MN,0.000275
54,asia,MW,7e-06
54,asia,MF,1e-05
54,asia,WMF,8e-06
54,asia,PE,7e-06
55,asia,MN,0.000269
55,asia,MW,1e-05
55,asia,MF,7e-06
55,asia,WMF,8e-06
55,asia,PE,1e-05
56,asia,MN,0.00028
56,asia,MW,7e-06
56,asia,MF,6e-06
56,asia,WMF,6e-06
56,asia,PE,7e-06
57,asia,MN,0.00025
57,asia,MW,7e-06
57,asia,MF,6e-06
57,asia,WMF,7e-06
57,asia,PE,7e-06
58,asia,MN,0.000253
58,asia,MW,7e-06
58,asia,MF,6e-06
58,asia,WMF,6e-06
58,asia,PE,7e-06
59,asia,MN,0.000249
59,asia,MW,6e-06
59,asia,MF,7e-06
59,asia,WMF,7e-06
59,asia,PE,7e-06
60,asia,MN,0.000253
60,asia,MW,7e-06
60,asia,MF,1e-05
60,asia,WMF,9e-06
60,asia,PE,9e-06
61,asia,MN,0.000283
61,asia,MW,1.2e-05
61,asia,MF,1.1e-05
61,asia,WMF,7e-06
61,asia,PE,7e-06
62,asia,MN,0.000298
62,asia,MW,7e-06
62,asia,MF,7e-06
62,asia,WMF,6e-06
62,asia,PE,7e-06
63,asia,MN,0.000255
63,asia,MW,7e-06
63,asia,MF,8e-06
63,asia,WMF,7e-06
63,asia,PE,6e-06
64,asia,MN,0.00025
64,asia,MW,8e-06
64,asia,MF,8e-06
64,asia,WMF,7e-06
64,asia,PE,7e-06
65,asia,MN,0.00029
65,asia,MW,6e-06
65,asia,MF,7e-06
65,asia,WMF,6e-06
65,asia,PE,7e-06
66,asia,MN,0.000249
66,asia,MW,7e-06
66,asia,MF,7e-06
66,asia,WMF,7e-06
66,asia,PE,7e-06
67,asia,MN,0.000251
67,asia,MW,7e-06
67,asia,MF,7e-06
67,asia,WMF,6e-06
67,asia,PE,7e-06
68,asia,MN,0.000247
68,asia,MW,8e-06
68,asia,MF,7e-06
68,asia,WMF,6e-06
68,asia,PE,8e-06
69,asia,MN,0.000252
69,asia,MW,8e-06
69,asia,MF,8e-06
69,asia,WMF,7e-06
69,asia,PE,6e-06
70,asia,MN,0.000247
70,asia,MW,7e-06
70,asia,MF,6e-06
70,asia,WMF,6e-06
70,asia,PE,7e-06
71,asia,MN,0.000251
71,asia,MW,8e-06
71,asia,MF,7e-06
71,asia,WMF,6e-06
71,asia,PE,6e-06
72,asia,MN,0.000247
72,asia,MW,7e-06
72,asia,MF,7e-06
72,asia,WMF,6e-06
72,asia,PE,6e-06
73,asia,MN,0.000253
73,asia,MW,7e-06
73,asia,MF,7e-06
73,asia,WMF,6e-06
73,asia,PE,6e-06
74,asia,MN,0.000246
74,asia,MW,8e-06
74,asia,MF,6e-06
74,asia,WMF,7e-06
74,asia,PE,7e-06
75,asia,MN,0.000252
75,asia,MW,6e-06
75,asia,MF,6e-06
75,asia,WMF,6e-06
75,asia,PE,7e-06
76,asia,MN,0.000249
76,asia,MW,8e-06
76,asia,MF,7e-06
76,asia,WMF,8e-06
76,asia,PE,7e-06
77,asia,MN,0.000252
77,asia,MW,7e-06
77,asia,MF,8e-06
77,asia,WMF,7e-06
77,asia,PE,7e-06
78,asia,MN,0.000248
78,asia,MW,7e-06
78,asia,MF,7e-06
78,asia,WMF,6e-06
78,asia,PE,7e-06
79,asia,MN,0.00025
79,asia,MW,7e-06
79,asia,MF,7e-06
79,asia,WMF,7e-06
79,asia,PE,6e-06
80,asia,MN,0.000248
80,asia,MW,7e-06
80,asia,MF,6e-06
80,asia,WMF,6e-06
80,asia,PE,6e-06
81,asia,MN,0.000249
81,asia,MW,7e-06
81,asia,MF,7e-06
81,asia,WMF,7e-06
81,asia,PE,6e-06
82,asia,MN,0.000246
82,asia,MW,7e-06
82,asia,MF,7e-06
82,asia,WMF,7e-06
82,asia,PE,6e-06
83,asia,MN,0.000248
83,asia,MW,7e-06
83,asia,MF,6e-06
83,asia,WMF,6e-06
83,asia,PE,7e-06
84,asia,MN,0.000246
84,asia,MW,8e-06
84,asia,MF,1e-05
84,asia,WMF,7e-06
84,asia,PE,6e-06
85,asia,MN,0.00027
85,asia,MW,8e-06
85,asia,MF,6e-06
85,asia,WMF,8e-06
85,asia,PE,6e-06
86,asia,MN,0.000258
86,asia,MW,8e-06
86,asia,MF,7e-06
86,asia,WMF,7e-06
86,asia,PE,7e-06
87,asia,MN,0.000252
87,asia,MW,6e-06
87,asia,MF,7e-06
87,asia,WMF,7e-06
87,asia,PE,7e-06
88,asia,MN,0.000253
88,asia,MW,7e-06
88,asia,MF,7e-06
88,asia,WMF,7e-06
88,asia,PE,7e-06
89,asia,MN,0.00025
89,asia,MW,8e-06
89,asia,MF,7e-06
89,asia,WMF,6e-06
89,asia,PE,8e-06
90,asia,MN,0.000253
90,asia,MW,6e-06
90,asia,MF,7e-06
90,asia,WMF,7e-06
90,asia,PE,7e-06
91,asia,MN,0.000251
91,asia,MW,6e-06
91,asia,MF,6e-06
91,asia,WMF,7e-06
91,asia,PE,7e-06
92,asia,MN,0.000256
92,asia,MW,6e-06
92,asia,MF,7e-06
92,asia,WMF,6e-06
92,asia,PE,6e-06
93,asia,MN,0.000249
93,asia,MW,8e-06
93,asia,MF,7e-06
93,asia,WMF,7e-06
93,asia,PE,7e-06
94,asia,MN,0.000251
94,asia,MW,7e-06
94,asia,MF,7e-06
94,asia,WMF,7e-06
94,asia,PE,8e-06
95,asia,MN,0.000248
95,asia,MW,8e-06
95,asia,MF,7e-06
95,asia,WMF,7e-06
95,asia,PE,6e-06
96,asia,MN,0.000252
96,asia,MW,6e-06
96,asia,MF,7e-06
96,asia,WMF,6e-06
96,asia,PE,7e-06
97,asia,MN,0.000248
97,asia,MW,8e-06
97,asia,MF,8e-06
97,asia,WMF,7e-06
97,asia,PE,8e-06
98,asia,MN,0.00028
98,asia,MW,7e-06
98,asia,MF,6e-06
98,asia,WMF,6e-06
98,asia,PE,7e-06
99,asia,MN,0.000248
99,asia,MW,6e-06
99,asia,MF,6e-06
99,asia,WMF,6e-06
99,asia,PE,7e-06
100,asia,MN,0.000261
100,asia,MW,1.1e-05
100,asia,MF,1e-05
100,asia,WMF,1e-05
100,asia,PE,8e-06
101,asia,MN,0.000281
101,asia,MW,1e-05
101,asia,MF,7e-06
101,asia,WMF,7e-06
101,asia,PE,7e-06
102,asia,MN,0.000347
102,asia,MW,7e-06
102,asia,MF,7e-06
102,asia,WMF,8e-06
102,asia,PE,7e-06
103,asia,MN,0.000406
103,asia,MW,2.1e-05
103,asia,MF,8e-06
103,asia,WMF,1.8e-05
103,asia,PE,3.2e-05
104,asia,MN,0.00035
104,asia,MW,2.7e-05
104,asia,MF,9e-06
104,asia,WMF,8e-06
104,asia,PE,1.3e-05
105,asia,MN,0.000383
105,asia,MW,4.2e-05
105,asia,MF,1.1e-05
105,asia,WMF,9e-06
105,asia,PE,7e-06
106,asia,MN,0.000309
106,asia,MW,9e-06
106,asia,MF,1e-05
106,asia,WMF,3e-05
106,asia,PE,9e-06
107,asia,MN,0.000336
107,asia,MW,1.5e-05
107,asia,MF,1.2e-05
107,asia,WMF,7e-06
107,asia,PE,1e-05
108,asia,MN,0.000259
108,asia,MW,7e-06
108,asia,MF,6e-06
108,asia,WMF,7e-06
108,asia,PE,7e-06
109,asia,MN,0.000249
109,asia,MW,7e-06
109,asia,MF,6e-06
109,asia,WMF,6e-06
109,asia,PE,6e-06
110,asia,MN,0.000245
110,asia,MW,7e-06
110,asia,MF,7e-06
110,asia,WMF,7e-06
110,asia,PE,6e-06
111,asia,MN,0.000245
111,asia,MW,7e-06
111,asia,MF,6e-06
111,asia,WMF,6e-06
111,asia,PE,7e-06
112,asia,MN,0.000242
112,asia,MW,6e-06
112,asia,MF,6e-06
112,asia,WMF,6e-06
112,asia,PE,5e-06
113,asia,MN,0.000246
113,asia,MW,7e-06
113,asia,MF,7e-06
113,asia,WMF,7e-06
113,asia,PE,7e-06
114,asia,MN,0.000276
114,asia,MW,8e-06
114,asia,MF,8e-06
114,asia,WMF,1.2e-05
114,asia,PE,9e-06
115,asia,MN,0.000252
115,asia,MW,1e-05
115,asia,MF,7e-06
115,asia,WMF,7e-06
115,asia,PE,8e-06
116,asia,MN,0.000267
116,asia,MW,8e-06
116,asia,MF,6e-06
116,asia,WMF,6e-06
116,asia,PE,6e-06
117,asia,MN,0.000256
117,asia,MW,8e-06
117,asia,MF,7e-06
117,asia,WMF,8e-06
117,asia,PE,6e-06
118,asia,MN,0.00025
118,asia,MW,7e-06
118,asia,MF,6e-06
118,asia,WMF,6e-06
118,asia,PE,7e-06
119,asia,MN,0.000252
119,asia,MW,7e-06
119,asia,MF,7e-06
119,asia,WMF,6e-06
119,asia,PE,6e-06
120,asia,MN,0.000249
120,asia,MW,6e-06
120,asia,MF,7e-06
120,asia,WMF,6e-06
120,asia,PE,6e-06
121,asia,MN,0.00025
121,asia,MW,7e-06
121,asia,MF,6e-06
121,asia,WMF,6e-06
121,asia,PE,8e-06
122,asia,MN,0.00025
122,asia,MW,8e-06
122,asia,MF,9e-06
122,asia,WMF,7e-06
122,asia,PE,8e-06
123,asia,MN,0.000272
123,asia,MW,7e-06
123,asia,MF,6e-06
123,asia,WMF,7e-06
123,asia,PE,6e-06
124,asia,MN,0.000276
124,asia,MW,8e-06
124,asia,MF,7e-06
124,asia,WMF,7e-06
124,asia,PE,6e-06
125,asia,MN,0.000313
125,asia,MW,1.2e-05
125,asia,MF,1.3e-05
125,asia,WMF,8e-06
125,asia,PE,1.4e-05
126,asia,MN,0.000335
126,asia,MW,1.3e-05
126,asia,MF,1.3e-05
126,asia,WMF,8e-06
126,asia,PE,1.3e-05
127,asia,MN,0.000316
127,asia,MW,1.1e-05
127,asia,MF,1.3e-05
127,asia,WMF,8e-06
127,asia,PE,1.3e-05
